부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,링크,행사명,개최일
모여봐요 장르콩가루의 숲,연수,E9,2sp,오토메게임,"완드 오브 포춘, 포켓몬스터, 영원한 7일의 도시",,미정,,"로맨틱,해당없음",미정,"일러스트,소설,기타",https://dongne.co/event/game03/circles/107710,제 3회 오락관,day2
뭐가 나올지 몰라용,aiueoatm,A23,2sp,,,,,,,,,https://dongne.co/event/game03/circles/108514,제 3회 오락관,day2
뭐든 내보겠습니다,snow_pasta,D22b,1sp,파이널판타지14,길티기어,,"솔, 카이, 빛의전사 ,에메트셀크, 그라하티아",하데스X빛의전사,"로맨틱,섹슈얼","솔×카이,에메트셀크×수정공(혐관)","소설,일러스트,조형,기타",https://dongne.co/event/game03/circles/144247,제 3회 오락관,day2
뮤 로드가 푸딩 사갈게,돌,E13,2sp,로드 오브 히어로즈,,,올캐러 지향,,,,"만화,일러스트",https://dongne.co/event/game03/circles/143323,제 3회 오락관,day2
미카구라 불륜 산악회,늘보,A17a,1sp,버디미션 본드,,버디버디 ~사람과 사람을 잇는 본드~ 2회,"체슬리, 루크, 팬텀",체슬리X루크,"로맨틱,섹슈얼",,"만화,일러스트,소설",https://dongne.co/event/game03/circles/141560,제 3회 오락관,day2
미팅찻집에서 방탈출을,jeno,C16a,1sp,페르소나 Q,회색도시2,,P3주,,,,,https://dongne.co/event/game03/circles/107516,제 3회 오락관,day2
민트쵸코믹스,뮈우,B13a,1sp,소녀전선,,,,,,,"만화,일러스트,기타",https://dongne.co/event/game03/circles/103963,제 3회 오락관,day2
바빌론 창고 계약한 인최마 군,카노,C2a,1sp,페이트 그랜드 오더,,,"길가메쉬, 후지마루 리츠카",길가메쉬(캐스터)X후지마루 리츠카(구다오),"로맨틱,섹슈얼",,"소설,기타",https://dongne.co/event/game03/circles/147667,제 3회 오락관,day2
바웨와친구들,인어맨,B3a,1sp,매스이펙트,드래곤 에이지 ,,셰퍼드 개러스 그런트,,해당없음,,만화,https://dongne.co/event/game03/circles/103706,제 3회 오락관,day2
바이오웨어 온리전 ~FORNAX : N7 SPECIAL EDITION~,이든&김쌍자&Oxy,B2,2sp,매스이펙트,드래곤 에이지,,"셰퍼드, 개러스 외 다수",,"로맨틱,섹슈얼,해당없음","쉬리오스, 제브워든 외 다수","소설,만화,일러스트",https://dongne.co/event/game03/circles/141238,제 3회 오락관,day2
반반맥주많이,찐빵,B6,2sp,에리오스 라이징 히어로즈,,,"디노 알바니, 키스 맥스, 브래드 빔스",키스 맥스X브래드 빔스,"로맨틱,섹슈얼",디노키스,만화,https://dongne.co/event/game03/circles/141446,제 3회 오락관,day2
배신자의 뜰,람,F22,2sp,베리드 스타즈,,,"이규혁, 한도윤",이규혁X한도윤,"로맨틱,섹슈얼",,소설,https://dongne.co/event/game03/circles/110730,제 3회 오락관,day2
배틀뷔페,권생,D7,4sp,포켓몬스터,"FGO, 파이어엠블렘풍화설월,단간론파,월드엔드클럽,프로젝트 세카이,로보토미코퍼레이션,라이브러리 오브 루이나,앙스타, 레이튼교수시리즈",,,,,,,https://dongne.co/event/game03/circles/106587,제 3회 오락관,day2
버니디저트,팡스,E2a,1sp,파이널판타지14,"영칠,로오히(미정)",,,,,,,https://dongne.co/event/game03/circles/149809,제 3회 오락관,day2
버디버디 ~사람과 사람을 잇는 본드~ 2회 (운영부스),동인 네트워크,A12,2sp,,,버디버디 ~사람과 사람을 잇는 본드~ 2회,,,,,,https://dongne.co/event/game03/circles/170573,제 3회 오락관,day2
베스트라마도공병잡플래닛평점0.3점,무교,C10b,1sp,파이어엠블렘 풍화설월,,,"페르디난트, 휴베르트",페르디난트X휴베르트,로맨틱,,,https://dongne.co/event/game03/circles/142499,제 3회 오락관,day2
별다섯개,감은눈,D12a,1sp,페르소나5,ff14,,,모험가X수정공,섹슈얼,"빛전수정, 모험수정",만화,https://dongne.co/event/game03/circles/108763,제 3회 오락관,day2
부스명못정한부스,AP,B9,2sp,엘소드,"그랜드체이스, 로드 오브 히어로즈",,,,해당없음,,"일러스트,기타",https://dongne.co/event/game03/circles/107780,제 3회 오락관,day2
사관학교로얄커플,킴비,C8b,1sp,파이어엠블럼 풍화설월,,,디미트리 클로드,디미트리X클로드,로맨틱,,만화,https://dongne.co/event/game03/circles/108591,제 3회 오락관,day2
사랑의 둥지,테이큰,F2a,1sp,슈퍼단간론파2,,,"히나타 하지메, 코마에다 나기토",,섹슈얼,,소설,https://dongne.co/event/game03/circles/142976,제 3회 오락관,day2
사별남이 두 배 ,민,F4b,1sp,리그오브레전드,라이브러리 오브 루이나,,세나,루시안X세나,로맨틱,"자야라칸, 롤랑안젤","만화,일러스트,소설",https://dongne.co/event/game03/circles/148767,제 3회 오락관,day2
상자각,상자각(곽민선),B17b,1sp,LOL,아이온,,,,,,일러스트,https://dongne.co/event/game03/circles/147836,제 3회 오락관,day2
생생정보통에 소개된 조슈바네 떡집,아이슈,E16,2sp,로드오브히어로즈,,,조슈아,조슈아X바네사,"로맨틱,섹슈얼",,"만화,일러스트,소설",https://dongne.co/event/game03/circles/143379,제 3회 오락관,day2
서버와의 연결이 끊어졌습니다,Lunch,B1b,1sp,데스티니 가디언즈,"레드 데드 리뎀션2, 폴아웃",,,,,,"만화,일러스트",https://dongne.co/event/game03/circles/108685,제 3회 오락관,day2
서클명 뭐할까?,나시,A4a,1sp,-,-,,-,,"로맨틱,섹슈얼",-,소설,https://dongne.co/event/game03/circles/142529,제 3회 오락관,day2
선생님 부스가 내고싶어요,철가면,E17b,1sp,로드 오브 히어로즈,,,,조슈아X바네사,로맨틱,,,https://dongne.co/event/game03/circles/110201,제 3회 오락관,day2
세계최강 양돌이,Cent,D4b,1sp,마법사의 약속,프로젝트 세카이,,,미스라X루틸,해당없음,,,https://dongne.co/event/game03/circles/148210,제 3회 오락관,day2
소꿉친구가 알고보니 레즈?,장어덮밥,C12,2sp,"러브라이브 스쿨아이돌 페스티벌 올스타, 파이어 엠블렘 풍화설월",도쿄 세븐스 시스터즈,,"우에하라 아유무, 에델가르트 폰 흐레스벨그",우에하라 아유무X아나타쨩,"로맨틱,해당없음",파이어 엠블렘 풍화설월 흑수리 여캐 위주 논컾,만화,https://dongne.co/event/game03/circles/107999,제 3회 오락관,day2
소프트아이스크림부,도담,A4b,1sp,테일즈 오브 제스티리아,,,"스레이, 미쿠리오",미쿠리오X스레이,로맨틱,,만화,https://dongne.co/event/game03/circles/142050,제 3회 오락관,day2
손도치,sondochi,F15b,1sp,오리지널,모동숲,,,,,,공예,https://dongne.co/event/game03/circles/142809,제 3회 오락관,day2
순愛(아이)보,임무 ,A11a,1sp,,,버디버디 ~사람과 사람을 잇는 본드~ 2회,"아론,루크, 올캐릭터",아론X루크,"로맨틱,섹슈얼,해당없음",,"만화,일러스트,기타",https://dongne.co/event/game03/circles/145470,제 3회 오락관,day2
스카굿즈,scaro,E2b,1sp,파이널 판타지14,"데스티니 가디언즈, 폴아웃",,,,,,,https://dongne.co/event/game03/circles/145112,제 3회 오락관,day2
신도 덕질하나요?,비야,A3,2sp,신도 야근을 하나요?,,,,,,,일러스트,https://dongne.co/event/game03/circles/144089,제 3회 오락관,day2
신아이메리크 꼬친 주세요,로유,E24,2sp,파이널 판타지 14,,,,아이메리크X에스티니앙,로맨틱,,"만화,소설",https://dongne.co/event/game03/circles/143729,제 3회 오락관,day2
신의 사랑과 재고,상인npc,C22a,1sp,세포신곡,드래곤네스트,,아마도 낙원조와 화분조,,,,일러스트,https://dongne.co/event/game03/circles/148197,제 3회 오락관,day2
신청하고본다,연비,C13a,1sp,프린세스 커넥트 리다이브,,,무이미,오쿠토X무이미,해당없음,,만화,https://dongne.co/event/game03/circles/143410,제 3회 오락관,day2
신청해두면 뭐라도 나오겠지,z,E5a,1sp,FF14,사이퍼즈,,,,,,,https://dongne.co/event/game03/circles/144764,제 3회 오락관,day2
아 언제열었데!!,알파깡,A7a,1sp,데빌 메이 크라이,디 이블 위딘,,"단테,버질",버질X단테,로맨틱,,만화,https://dongne.co/event/game03/circles/109910,제 3회 오락관,day2
아동문학 읽는 어른,레아시스,C6a,1sp,Fate/Grand Order,,,,안데르센X셰익스피어,"로맨틱,섹슈얼",신주쿠의 아처x셜록 홈즈,소설,https://dongne.co/event/game03/circles/104683,제 3회 오락관,day2
아르케늄 100% 화이트와인,레비,C23,2sp,세포신곡 시리즈,,,,우츠기 란기리X하라다 무테이,"로맨틱,섹슈얼",루츠세오(막간컾),소설,https://dongne.co/event/game03/circles/140708,제 3회 오락관,day2
아마라 네트워크,ㄴㅁㅋ,C19a,1sp,진 여신전생 3,,,인수라,,해당없음,,"만화,공예,기타",https://dongne.co/event/game03/circles/106689,제 3회 오락관,day2
아마라별관,무이킹,C6b,1sp,진여신전생3,,,"인수라, 단테",단테X인수라,"로맨틱,섹슈얼",,만화,https://dongne.co/event/game03/circles/141422,제 3회 오락관,day2
아무튼나갑니다오락관,힉쿠,A15b,1sp,버디미션본드,ff14,버디버디 ~사람과 사람을 잇는 본드~ 2회,아론 체슬리 모쿠마 루크,,,,"만화,일러스트",https://dongne.co/event/game03/circles/142645,제 3회 오락관,day2
아발론 변두리 맥주감자집,리나로드,C2b,1sp,로드 오브 히어로즈,파이어엠블렘 풍화설월,,"요한 테일드, 프람 베르그",요한X프람,로맨틱,디미에델,"만화,소설",https://dongne.co/event/game03/circles/108482,제 3회 오락관,day2
아발론에서 346 프로덕션과 베리드 스타즈를 추구하면 안되는걸까?,연웨리,F7a,1sp,"로드오브히어로즈, 베리드 스타즈",아이돌 마스터 신데렐라 걸즈,,"자이라 , 엔진 , 타쿠미 , 나츠키 , 한도윤 , 이규혁 , 허우석",,,,"만화,공예,일러스트",https://dongne.co/event/game03/circles/144212,제 3회 오락관,day2
아발론왕립대학 문화예술학부,카루시안,E18,2sp,로드 오브 히어로즈 (로오히),,,,,,,"만화,일러스트,소설,공예",https://dongne.co/event/game03/circles/144076,제 3회 오락관,day2
아저씨는 이제 젊은이들의 혈기를 받아주기가 힘들어,"푸구, 라떼, 이기기",A16,2sp,버디미션 본드,,버디버디 ~사람과 사람을 잇는 본드~ 2회,"체슬리, 모쿠마, 에드워드, 아론, 루크",체슬리X모쿠마,로맨틱,"루크른, 에드루크","일러스트,만화",https://dongne.co/event/game03/circles/140869,제 3회 오락관,day2
아홉구름,리리,E5b,1sp,파이널판타지14,,,"에스티니앙,아이메리크",에스티니앙X아이메리크,"로맨틱,섹슈얼",아이메리크x에스티니앙,"만화,일러스트,소설",https://dongne.co/event/game03/circles/143491,제 3회 오락관,day2
알아 난 너 뿐인걸,제제,D3a,1sp,프로젝트 세카이,마법사의 약속,,,시노노메 아키토X시노노메 에나,"로맨틱,섹슈얼",,소설,https://dongne.co/event/game03/circles/107174,제 3회 오락관,day2
암어 C비지 네 지갑 C벼줄게,NAJJO,E8b,1sp,사이퍼즈,,,샬럿/멜빈/티모시/클리브/티샤엘프/안타리우스,티샤X엘프리데,로맨틱,,일러스트,https://dongne.co/event/game03/circles/142504,제 3회 오락관,day2
앙소드,"494,헤일리",E11b,1sp,"앙상블스타즈!!, 엘소드",,,엘소드노아,HiMERUX카제하야 타츠미,로맨틱,리버닉스,"만화,일러스트,기타",https://dongne.co/event/game03/circles/143454,제 3회 오락관,day2
앤젤라커튼열어,세라,D13,2sp,라이브러리오브루이나,로보토미 원더랩 뒤틀림 탐정 ,,,,,,"기타,일러스트",https://dongne.co/event/game03/circles/142737,제 3회 오락관,day2
"야가미, 너 친구 없지? ~ 그래서 남친이 되기로 했습니다 ~",밍,A7b,1sp,더 킹오브 파이터즈 (KOF),,,"쿠사나기 쿄, 야가미 이오리",쿄X이오리,,,"소설,일러스트",https://dongne.co/event/game03/circles/142740,제 3회 오락관,day2
엉망진창 마구니네,욕망의 마구니's,D16,2sp,로보토미,라오루 세포신곡 롤 페그오 로오히 할나,,,,,,,https://dongne.co/event/game03/circles/143961,제 3회 오락관,day2
에테라이트,돠돠,E19,2sp,파이널판타지14,,,그라하티아,,,,"일러스트,공예",https://dongne.co/event/game03/circles/105411,제 3회 오락관,day2
여궁언니가 너무 좋아요,비월군,C24a,1sp,페이트,,,TS아처,,"섹슈얼,로맨틱",창사,소설,https://dongne.co/event/game03/circles/106209,제 3회 오락관,day2
여기서부터 라쿤시티입니다,SARDINE,A1b,1sp,바이오하자드 RE:2,,,"레온 케네디, 에이다 웡",,,,만화,https://dongne.co/event/game03/circles/142680,제 3회 오락관,day2
여러분 리듬게임 하세요,야채,A19b,1sp,코나미 리듬게임,"메이플스토리, 이터널 리턴",,"쿠로(노스텔지어), 데몬(메이플스토리)",,해당없음,,"소설,기타",https://dongne.co/event/game03/circles/143311,제 3회 오락관,day2
여름엔 퍼거스커피 여름엔 디미레스,아라,C7,2sp,파이어엠블렘 풍화설월,,,벨레스 아이스너,,"로맨틱,섹슈얼",,"소설,기타",https://dongne.co/event/game03/circles/107391,제 3회 오락관,day2
연애빼고다하기,와뉴뉴,D10b,1sp,앙스타,트위스테,,,세나 이즈미X유우키 마코토,"로맨틱,섹슈얼",에스듀,만화,https://dongne.co/event/game03/circles/142486,제 3회 오락관,day2
영감에게16길촉,아사네,D23a,1sp,파이널판타지14,단간론파,,,에메트셀크X아젬,로맨틱,에메히카,"만화,기타",https://dongne.co/event/game03/circles/143645,제 3회 오락관,day2
영원한 마감러의 부스,와뉴,E7a,1sp,영원한 7일의 도시,로드 오브 히어로즈,,여자 지휘사,,"로맨틱,섹슈얼",,만화,https://dongne.co/event/game03/circles/103991,제 3회 오락관,day2
영원한 앙상블의 도시,에바님,E10,2sp,"영원한 7일의 도시,",앙상블 스타즈!!,,지휘사,세츠X지휘사(여),로맨틱,"지휘사(남)x아라시, 히이로x아이라",만화,https://dongne.co/event/game03/circles/107596,제 3회 오락관,day2
오락도 락이다,Myacc,C9,2sp,파이어 엠블렘 풍화설월,"아이돌 마스터 Side M(사이마스), 라테일, 로드 오브 히어로즈(로오히), 신도 야근을 하나요?(신야근)",,,,,,"만화,일러스트",https://dongne.co/event/game03/circles/143408,제 3회 오락관,day2
우리 조슈아가 이렇게 예뻐요,월님,F13,2sp,로드오브 히어로즈,사이퍼즈,,조슈아,요한X조슈아,로맨틱,,공예,https://dongne.co/event/game03/circles/147890,제 3회 오락관,day2
우리가 아르노다!,특대파르페,C11,2sp,궤적 시리즈,앙상블 스타즈!,,알바레아 형제,루퍼스X유시스,"섹슈얼,로맨틱","모브C, 모브루퍼","만화,소설",https://dongne.co/event/game03/circles/141476,제 3회 오락관,day2
울어른강강쥐절대행복하게만들어주겠어,말세,A15a,1sp,버디미션bond,,버디버디 ~사람과 사람을 잇는 본드~ 2회,"체슬리, 루크",,해당없음,,,https://dongne.co/event/game03/circles/143730,제 3회 오락관,day2
원주종지하철광인(3호선),에스,D4a,1sp,마법사의 약속,,,"레녹스, 파우스트",,,,"만화,일러스트,기타",https://dongne.co/event/game03/circles/147922,제 3회 오락관,day2
윙 치킨..,채소김채소,D6b,1sp,록맨,,,,,섹슈얼,,"일러스트,만화",https://dongne.co/event/game03/circles/143544,제 3회 오락관,day2
유구한 바람을 타고 와준 너에게,금사빠,E21a,1sp,파이널판타지14,,,그라하 티아,빛의 전사X그라하 티아,"로맨틱,섹슈얼",,소설,https://dongne.co/event/game03/circles/105862,제 3회 오락관,day2
유비디스커넥트,3B,B4a,1sp,어쌔신 크리드,유비게임들,,켄웨이,,"로맨틱,섹슈얼",,만화,https://dongne.co/event/game03/circles/107432,제 3회 오락관,day2
유죄기어 & 돌 먹다 돌은 사람,hdr,D20,2sp,"길티기어, 록맨",,,"올캐러, 제로, 엑스",,해당없음,,"만화,일러스트",https://dongne.co/event/game03/circles/141872,제 3회 오락관,day2
"윤회, 그거 다시 돌려줘!",립스,E8a,1sp,"영원한7일의도시,",페르소나345,,"논컾, 플레이어블 캐릭터 위주",X,해당없음,,"기타,일러스트",https://dongne.co/event/game03/circles/142564,제 3회 오락관,day2
음유시가(吟遊詩歌),강태헌,B10,2sp,엘소드,라테일 엘소드,,,,,검호히어 셀레리버 닉스리버,,https://dongne.co/event/game03/circles/148499,제 3회 오락관,day2
이 부스가 행사에 나온다면 제가 마감에 성공했다는 뜻이겠죠,겨울,D10a,1sp,포켓몬스터 소드실드,,,"단델, 금랑",X,로맨틱,,"소설,일러스트,기타",https://dongne.co/event/game03/circles/105079,제 3회 오락관,day2
이거 게이볼그 아냐 아쳐,이록기,C24b,1sp,페이트 그랜드 오더,페이트 스테이 나이트,,에미야, 쿠훌린X에미야,섹슈얼,,"만화,공예",https://dongne.co/event/game03/circles/104200,제 3회 오락관,day2
이걸... 또 먹는군요?,하밀,B14b,4sp,엘소드,,,"아인, 애드, 청",X,"섹슈얼,로맨틱","아인 3라인 왼, 센츄페팬","만화,일러스트,소설",https://dongne.co/event/game03/circles/107008,제 3회 오락관,day2
이구동성 망팟,셀,C15,2sp,페르소나5,"풍화설월, 로드 오브 히어로즈",,주인공,,,,,https://dongne.co/event/game03/circles/104149,제 3회 오락관,day2
인도공주와 궁정고영의 집사,에나,C5,2sp,fate/grand order,,,아르주나,카르나X아르주나,로맨틱,아마살리,"만화,소설",https://dongne.co/event/game03/circles/104559,제 3회 오락관,day2
일단신청해,amaama,F5b,1sp,"롤, 오버워치",,,,,,,,https://dongne.co/event/game03/circles/144367,제 3회 오락관,day2
장터게시판,오늘,E6,2sp,파이널판타지14,,,,,,,공예,https://dongne.co/event/game03/circles/108727,제 3회 오락관,day2
쟈근행복,쟈근행복,E14b,1sp,로드 오브 히어로즈 (로오히),,,"자이라, 조슈아, 슈나이더 논커플",,해당없음,,만화,https://dongne.co/event/game03/circles/150139,제 3회 오락관,day2
저산소증,유보라,E11a,1sp,앙상블스타즈,로드오브히어로즈,,"사쿠마레이, 하카제카오루",레이X카오루,섹슈얼,"라샤다닐, 치아이즈",소설,https://dongne.co/event/game03/circles/117082,제 3회 오락관,day2
저지 하실 분?,뭉,E21b,1sp,저지먼트 시리즈,,,야가미,야가미 타카유키X스기우라 후미야,로맨틱,,만화,https://dongne.co/event/game03/circles/144508,제 3회 오락관,day2
전국포터연합,닉네임방랑자,A6,2sp,데스 스트랜딩,,,"샘 포터 브리짓스, 힉스, 클리포드 엉거, 프레자일, 아멜리",트레버X마이클,"로맨틱,섹슈얼","힉스샘, 클리샘, 프레샘, 아멜샘, 샘른","만화,소설",https://dongne.co/event/game03/circles/106957,제 3회 오락관,day2
전수량 선입금 예약판매,Era,C10a,1sp,파이어 엠블렘 풍화설월,,,"페르디난트, 휴베르트",페르디난트X휴베르트,"섹슈얼,로맨틱",벨레트x펠릭스,소설,https://dongne.co/event/game03/circles/143943,제 3회 오락관,day2
접기 전까진 망겜,kez,E7b,1sp,영원한 7일의 도시,로드 오브 히어로즈,,"여지휘사, 안화, 유우토, 이스카리오, 이자크 등",신기사X지휘사(여),"로맨틱,섹슈얼",로드로드,소설,https://dongne.co/event/game03/circles/107224,제 3회 오락관,day2
제1회샬레이안동인연구회,호루,E23,2sp,파이널판타지14,,,그라하 티아/수정공,,"섹슈얼,로맨틱",,"만화,일러스트",https://dongne.co/event/game03/circles/147797,제 3회 오락관,day2
제가 내면 얘도 낸대요,히에,F3,2sp,뉴 단간론파 V3,파이널 판타지 14,,,아마미 란타로X사이하라 슈이치,,빛전라하,소설,https://dongne.co/event/game03/circles/147968,제 3회 오락관,day2
제국게이와 왕국게이 나오는 부스,두릅,C18,2sp,파이어 엠블렘 풍화설월,,,페르디난트,휴베르트X페르디난트,로맨틱,실뱅x펠릭스,게임,https://dongne.co/event/game03/circles/104285,제 3회 오락관,day2
조류둥지,두루미,D12b,1sp,포켓몬,,,금랑,,"로맨틱,섹슈얼",,소설,https://dongne.co/event/game03/circles/140664,제 3회 오락관,day2
주인공이 아무리 콩나물이여도 밥은 챙겨먹이고 싶어!,쿼티,C22b,1sp,세포신곡,,,아토 하루키,,해당없음,,만화,https://dongne.co/event/game03/circles/143212,제 3회 오락관,day2
중앙시장,완규,D1a,1sp,마법사의 약속,,,"카인,오웬",카인X오웬,로맨틱,,만화,https://dongne.co/event/game03/circles/143975,제 3회 오락관,day2
쥑쥑이 괴도단,Pinut,C14b,1sp,페르소나 시리즈,포켓몬,,마음의 괴도단,아마미야 렌X사카모토 류지,"해당없음,로맨틱",,"일러스트,기타",https://dongne.co/event/game03/circles/143250,제 3회 오락관,day2
직박구리,철수,A24,2sp,원신,,,케다탈종,케이아X다이루크,"로맨틱,섹슈얼",타르종려,소설,https://dongne.co/event/game03/circles/110747,제 3회 오락관,day2
직선 도로 있음,L0BELLY,B24,2sp,노 스트레이트 로드 (NSR),,,NSR 캐릭터 전반,네온 제이XDJ 서브아토믹 슈퍼노바,"로맨틱,해당없음",,"일러스트,기타",https://dongne.co/event/game03/circles/143617,제 3회 오락관,day2
짱짱부스,농부,D23b,1sp,소닉 더 헤지혹,,,"소닉, 섀도우",,,,만화,https://dongne.co/event/game03/circles/143752,제 3회 오락관,day2
철아령넣었습니다,만수,A2,2sp,그랑블루판타지 ,페이트그랜드오더,,그레이스 아그로발 지크프리트,아그로발X지크프리트,해당없음,,"만화,소설",https://dongne.co/event/game03/circles/107065,제 3회 오락관,day2
체리창고,아세롤라,F21a,1sp,베리드 스타즈,파이널 판타지,,한도윤,이규혁X한도윤,"로맨틱,섹슈얼",,소설,https://dongne.co/event/game03/circles/110806,제 3회 오락관,day2
칠흑색으로 진하게 칠해진 내 인생,하뭇,E22,2sp,파이널판타지14,,,"야만신 중심, 올캐러",,,,,https://dongne.co/event/game03/circles/107562,제 3회 오락관,day2
코너의 숲,Ya2der,B20,2sp,디트로이트 비컴 휴먼,,,코너,행크X코너,"로맨틱,섹슈얼",코너른,"만화,일러스트",https://dongne.co/event/game03/circles/108743,제 3회 오락관,day2
코발트블루,blue,F8,2sp,원신 앙스타,앙스타,,올캐러,,해당없음,,,https://dongne.co/event/game03/circles/110954,제 3회 오락관,day2
코스모가느껴져,애두,F18,2sp,닌텐도,"젤다,데레마스,괴혼",,,,,,"만화,일러스트",https://dongne.co/event/game03/circles/105257,제 3회 오락관,day2
택냥 오브 히어로즈 ,댕댕,F1a,1sp,러브 앤 프로듀서,로드 오브 히어로즈/쿠키런,,이볼즈,,로맨틱,,"만화,일러스트",https://dongne.co/event/game03/circles/107413,제 3회 오락관,day2
튀김장인 시도우,로푸닝,D6a,1sp,록맨,,,록맨,,,,,https://dongne.co/event/game03/circles/144192,제 3회 오락관,day2
티바트 객잔,행인,A1a,1sp,원신,포켓몬스터,,,,,,,https://dongne.co/event/game03/circles/106595,제 3회 오락관,day2
파블로프의 도기,7H,A17b,1sp,버디미션 BOND,,버디버디 ~사람과 사람을 잇는 본드~ 2회,루크 윌리엄스,체슬리X루크,로맨틱,아론루크,소설,https://dongne.co/event/game03/circles/143830,제 3회 오락관,day2
폭포 공포증,너드,C1,2sp,페이트 그랜드 오더,파이널판타지14,,"신주쿠의 아처, 셜록홈즈(FGO)",신주쿠의 아쳐X셜록홈즈 (FGO),해당없음,,만화,https://dongne.co/event/game03/circles/104343,제 3회 오락관,day2
풍세카,꼰,C16b,1sp,프로젝트 세카이,파이어 엠블렘 풍화설월,,,,,,만화,https://dongne.co/event/game03/circles/143517,제 3회 오락관,day2
퓨어 앤 이노센트,엘리조,F17b,1sp,애프터라이프,,,"기이, 에단",,,,만화,https://dongne.co/event/game03/circles/105089,제 3회 오락관,day2
프리스트라이커의 3스킬,서소현,F9,2sp,로드 오브 히어로즈(LOH),,,,,해당없음,,"공예,일러스트",https://dongne.co/event/game03/circles/120824,제 3회 오락관,day2
피자파티비,청년피자,B5a,1sp,에리오스 라이징 히어로즈,,,,,,,만화,https://dongne.co/event/game03/circles/148565,제 3회 오락관,day2
하루우유 한 잔 ,이른새벽,B11,2sp,블랙서바이벌,이터널 리턴,,,,,,소설,https://dongne.co/event/game03/circles/144965,제 3회 오락관,day2
해달샵,해달,F14,2sp,"쿠킹덤, 쿠키런, 앙스타","사이퍼즈, 로드 오브 히어로즈 등",,,,,,,https://dongne.co/event/game03/circles/107850,제 3회 오락관,day2
햇살이 강해졌다!,룬츠,A18b,1sp,KOF (더 킹 오브 파이터즈),"포켓몬스터, Ib",,,,해당없음,,소설,https://dongne.co/event/game03/circles/106460,제 3회 오락관,day2
헨랴야<<호>>,eyahaha11,E3,2sp,파판14,앙스타!!,,수정공 뉴라하 마다라 코하쿠 ,,,,일러스트,https://dongne.co/event/game03/circles/149736,제 3회 오락관,day2
"형사님, 여기서 주무시면 입 돌아가요",Lemon,B21a,1sp,디트로이트 비컴 휴먼,,,"개빈 리드, RK900",RK900X개빈,섹슈얼,행크코너,소설,https://dongne.co/event/game03/circles/106969,제 3회 오락관,day2
흥분금지,오이,D5,2sp,마법사의 약속,,,,브래들리X네로,"로맨틱,해당없음","원주종, 동주종, 미스루틸, 인연조",만화,https://dongne.co/event/game03/circles/148086,제 3회 오락관,day2
희망아저씨네 티끌은행,반바지맨,B1a,1sp,데스티니 가디언즈,,,"방랑자, 신 말퍼르, 수호자",,"로맨틱,섹슈얼",,"만화,소설,기타",https://dongne.co/event/game03/circles/144887,제 3회 오락관,day2
히히코마워요,아즈,F2b,1sp,단간론파,,,코마에다,히나타X코마에다,"섹슈얼,로맨틱",,만화,https://dongne.co/event/game03/circles/110631,제 3회 오락관,day2
 저쩔앙상블스퀘어,토기,J12a,1sp,앙상블스타즈,,,"텐쇼인 에이치, 후시미 유즈루",텐쇼인 에이치X후시미 유즈루,"로맨틱,섹슈얼",레이카오,소설,https://dongne.co/event/vidol04/circles/143888,제 4회 어나더 스테이지,day2
(주) 아이나나 유성애 위원회,YOU,H9,2sp,아이돌리쉬 세븐,,,,이즈미 이오리X나나세 리쿠,로맨틱,"야마토x소고, 나기x미츠키, 토라오x미나미",소설,https://dongne.co/event/vidol04/circles/107287,제 4회 어나더 스테이지,day2
*Starry Galaxy*,"히재, 쉐릴",L14,2sp,데못죽,,,"이세진, 박문대, 차유진, 김래빈",이세진X박문대,"로맨틱,섹슈얼","큰세문대, 유진래빈","소설,만화,일러스트",https://dongne.co/event/vidol04/circles/149388,제 4회 어나더 스테이지,day2
... 입니다,레크레카,G4a,1sp,show by rock,,,,쿠스카X리카오,"로맨틱,섹슈얼",,"소설,공예",https://dongne.co/event/vidol04/circles/144607,제 4회 어나더 스테이지,day2
...의 외거노비,"신, 머트",K19,2sp,데뷔 못하면 죽는 병 걸림,,,올캐릭터,,해당없음,,"소설,일러스트",https://dongne.co/event/vidol04/circles/105668,제 4회 어나더 스테이지,day2
180년 전통 정의와 마법의 빨간맛,릴리아,J19b,1sp,앙상블 스타즈!!,,,"안즈,유성대",,로맨틱,드림,일러스트,https://dongne.co/event/vidol04/circles/108311,제 4회 어나더 스테이지,day2
2022 상반기 공로상,"공로, 팔로마",K20,2sp,데뷔 못 하면 죽는 병,,,박문대,이세진X박문대,로맨틱,논커플링,소설,https://dongne.co/event/vidol04/circles/148789,제 4회 어나더 스테이지,day2
4825%,Sapphire,G5,2sp,,,,,,,,,https://dongne.co/event/vidol04/circles/145009,제 4회 어나더 스테이지,day2
5111122321,니타,H8,2sp,아이돌리쉬 세븐,,,"요츠바 타마키, 오오사카 소고",요츠바 타마키X오오사카 소고,섹슈얼,,"만화,소설",https://dongne.co/event/vidol04/circles/107671,제 4회 어나더 스테이지,day2
888정육점,08,H19,2sp,앙상블스타즈,,,오토가리 아도니스,오오가미 코가X오토가리 아도니스,"로맨틱,섹슈얼",,"만화,일러스트",https://dongne.co/event/vidol04/circles/105616,제 4회 어나더 스테이지,day2
