부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일,대표 작품(원작)_원본
서부웨이,꼬리,,,,,1sp,오버워치,"우마무스메, 뿌요뿌요",,"캐서디,D.va,황금일족,카방클",,,,일러스트,cqdszz,https://dongne.co/event/game07/circles/606804,제7회 오락관,Day2,오버워치
서성서성,쎔,,,,,1sp,페르소나3,페르소나4,전서 등록 100% ,,,,,,ssamesum,https://dongne.co/event/game07/circles/639857,제7회 오락관,Day2,페르소나3
서울도시공사,시공,,,,,2sp,아머드 코어 6,페그오,,,,,,,,https://dongne.co/event/game07/circles/607820,제7회 오락관,Day2,아머드코어6
석류주스와 갈비,갈비,,,,,1sp,"니어 레플리칸트, 명일방주",,,,,로맨틱,루멘x아이린,게임,galbe_back,https://dongne.co/event/game07/circles/621007,제7회 오락관,Day2,"니어 레플리칸트, 명일방주"
섬으로 가자,하티,,,,,1sp,오오에 (大穢),,,,,,,,hailoft,https://dongne.co/event/game07/circles/638297,제7회 오락관,Day2,오오에
섬이야 es야 고서점이야 딱정해,보나,,,,,1sp,오오에 (大穢),앙상블스타즈,,오오사키,,섹슈얼,린니키,,,https://dongne.co/event/game07/circles/642689,제7회 오락관,Day2,오오에
성배밥집 루비콘 2호,개피,,,,,2sp,페이트 그랜드 오더,아머드코어,,"621, 이구아수, 헥토르, 만드리카르도",헥토르X만드리카르도,"섹슈얼,로맨틱",621X이구아수,만화,,https://dongne.co/event/game07/circles/596425,제7회 오락관,Day2,페이트 그랜드 오더
세기말 오타쿠,BLEN,,,,,2sp,,,,,,,,,,https://dongne.co/event/game07/circles/600592,제7회 오락관,Day2,
세모입작렬,고고매니저,,,,,1sp,페르소나3,,전서 등록 100% ,,,,,,gogomanager1221,https://dongne.co/event/game07/circles/609386,제7회 오락관,Day2,페르소나3
세상에나오지못한명작동인지보다세상에나온졸작동인지가낫다,"HayaK, 담비",,,,,2sp,"발더스게이트3, 피크민",,,"아스타리온, 피크민, 올리마",,,,"소설,만화,기타,조형",dealwithitcyp,https://dongne.co/event/game07/circles/607773,제7회 오락관,Day2,"발더스게이트3, 피크민"
세포트립,코노,,,,,2sp,18trip (에이틴 트립),세포신곡,,,,,,만화,,https://dongne.co/event/game07/circles/639435,제7회 오락관,Day2,18trip (에이틴 트립)
소나미 충전소,메야리,,,,,1sp,소닉,,,,,,소나미,만화,me_ya_ri,https://dongne.co/event/game07/circles/595281,제7회 오락관,Day2,소닉
소록,소록,,,,,1sp,,,,,,,,,sorok_atelier,https://dongne.co/event/game07/circles/602202,제7회 오락관,Day2,
손가락이 부서지도록 눌러라!! 명령하지마라 천천히 누를거다,국밥집,,,,,1sp,테일즈런너,,세상에 테런 쁘띠존이 어딨어? 맞아 컨셉충이네,테일즈런너 캐릭터들,X,로맨틱,,"일러스트,기타",windstormxrlrol,https://dongne.co/event/game07/circles/617242,제7회 오락관,Day2,테일즈런너
솜꼬리토끼,감은눈,,,,,1sp,페르소나5,파이널판타지14,,,,"로맨틱,섹슈얼",빛전라하,,12point13,https://dongne.co/event/game07/circles/606456,제7회 오락관,Day2,페르소나5로얄
쇼난십경 -4락관편-,"AK,지평",,,,,2sp,오오에 (大穢),,,,오오사키X아리아케,로맨틱,"오오타케, 올캐릭 ",만화,"0o0e0a, tlrpzh",https://dongne.co/event/game07/circles/614830,제7회 오락관,Day2,오오에
수요 많고싶은 공급,미타,,,,,2sp,붕괴 스타레일,,확률론적 겜블링 메이트,"레이시오, 어벤츄린",레이시오X어벤츄린,로맨틱,,"일러스트,기타",marshmitanyan,https://dongne.co/event/game07/circles/618663,제7회 오락관,Day2,붕괴: 스타레일
순띠소나!!,순띠,,,,,1sp,페르소나3,,전서 등록 100% ,,,,,"일러스트,만화",sooon787,https://dongne.co/event/game07/circles/607278,제7회 오락관,Day2,페르소나3
술탄의 냐스퍼,쌀토끼,,,,,1sp,포켓몬스터,술탄의게임,,카라스바,카라스바X공준,"로맨틱,섹슈얼",드림,소설,onepiecetokki,https://dongne.co/event/game07/circles/635874,제7회 오락관,Day2,포켓몬스터
술탄의 하데스 게이트 ZA,할,,,,,2sp,발더스게이트,"하데스, 술탄의게임, 포켓몬스터ZA",,,,,,,bdgham47,https://dongne.co/event/game07/circles/606566,제7회 오락관,Day2,발더스게이트
스트리트 팰리스,륨,,,,,1sp,프로젝트 세카이,페르소나5,,,,,,,ryum_psk,https://dongne.co/event/game07/circles/604599,제7회 오락관,Day2,프로젝트 세카이
시골동네모임,이더,,,,,2sp,페르소나,,전서 등록 100% ,나루카미 유우,아다치토오루X나루카미 유우,로맨틱,하나주,일러스트,rider_0303,https://dongne.co/event/game07/circles/605476,제7회 오락관,Day2,페르소나
시쿠시쿠,농부,,,,,2sp,프로젝트 세카이,,,,카미시로 루이X텐마 츠카사,로맨틱,,만화,,https://dongne.co/event/game07/circles/595076,제7회 오락관,Day2,프로젝트 세카이
신바시 심봤다,망상,,,,,1sp,오오에 (大穢),,,"오오사키, 신바시",오오사키X신바시,로맨틱,,일러스트,mangsang_999,https://dongne.co/event/game07/circles/634127,제7회 오락관,Day2,오오에
신키바가족경영사무소,두부,,,,,1sp,오오에 (大穢),,,"시나가와,오오사키,구미",,,,소설,t_ooe_fu,https://dongne.co/event/game07/circles/618839,제7회 오락관,Day2,오오에
썬더일레븐을 기억하라 ,왕자,,,,,2sp,썬더일레븐 ,,,안계연,,,,일러스트,wanya_bust,https://dongne.co/event/game07/circles/604905,제7회 오락관,Day2,썬더일레븐 
쑥떡파인애플갈비탕,쑥떡파인애플갈비탕,,,,,1sp,페르소나4,,,,,,,,ggang8282,https://dongne.co/event/game07/circles/614704,제7회 오락관,Day2,페르소나4 피어앤헝거2
씹덕의 유산,"시오, 서목",,,,,2sp,파이널판타지14,"블랙배저, 공조살, 마차살",,"베네스, 스펜",,,,"만화,일러스트,소설",dankixio,https://dongne.co/event/game07/circles/641410,제7회 오락관,Day2,파판14
아x주 나이스,공공,,,,,1sp,페르소나,,전서 등록 100% ,,아케치X주인공,"섹슈얼,로맨틱",,"일러스트,만화",gonggong23203,https://dongne.co/event/game07/circles/596284,제7회 오락관,Day2,페르소나
아기똔개서방과아기성게냥마누라,이노,,,,,1sp,오오에 (大穢),고서점가의 하시히메,,"오오사키, 신바시",오오사키X신바시,"로맨틱,섹슈얼",,게임,kiminoxie,https://dongne.co/event/game07/circles/638856,제7회 오락관,Day2,오오에
아다주 앤솔로지 : 심야극장,쿠라게,,,,,2sp,페르소나4,,전서 등록 100% ,"아다치 토오루, 페르소나4 주인공",아다치 토오루X페르소나4 주인공,"섹슈얼,로맨틱",,만화,ads_k_anthol,https://dongne.co/event/game07/circles/597833,제7회 오락관,Day2,페르소나4
아랫도시 백합서점,과몰입플레이,,,,,2sp,발더스게이트3,,,"레이젤, 새도하트, 카를라크",,,,"만화,소설",gwmolua,https://dongne.co/event/game07/circles/605917,제7회 오락관,Day2,발더스게이트3
아르테리아 아르카부스 습격,루에,,,,,1sp,아머드코어 포앤서,아머드코어6,,"프로이트,스네일,막시밀리앙 테르미도르",프로이트X스네일,로맨틱,,만화,roe_kukim,https://dongne.co/event/game07/circles/604394,제7회 오락관,Day2,아머드코어 포앤서
아무튼 두근두근하면 되는거 아닌가요?,새우,,,,,2sp,"바이오하자드, 아라비안즈로스트",크림슨 엠파이어,,,레온 케네디X에이다 웡,,스튜어트x아이린,만화,"saeu_pub, jess_otome",https://dongne.co/event/game07/circles/603479,제7회 오락관,Day2,"바이오하자드, 아라비안즈로스트"
아뭔대코어6 그먼십의 화염,사또,,,,,2sp,아머드 코어 6,폴아웃,,"술라, 핸들러 월터",,"로맨틱,섹슈얼",배달부x부운,"만화,일러스트,기타",re_gorf,https://dongne.co/event/game07/circles/603714,제7회 오락관,Day2,아머드코어6
아방연하,鉛,,,,,1sp,,,,,,,,,,https://dongne.co/event/game07/circles/619714,제7회 오락관,Day2,
아사쿠사해마오마카세,3myeong,,,,,2sp,오오에 (大穢),,,타케시바,오오사키X타케시바,"로맨틱,섹슈얼",,"만화,일러스트,소설",myeongge,https://dongne.co/event/game07/circles/615923,제7회 오락관,Day2,오오에
아오가시마 원정단,독독,,,,,1sp,오오에 (大穢),,,"오오사키, 시오도메, 신바시",오오사키X시오도메,"로맨틱,섹슈얼",오오신,"만화,소설",dokdok_sumnol,https://dongne.co/event/game07/circles/614499,제7회 오락관,Day2,오오에
아이돌리쉬세븐도 오오에도 게임이다,임마,,,,,1sp,오오에 (大穢),,,오오사키,오오사키X다이바 시즈마,"로맨틱,섹슈얼",,만화,otakusaeggi,https://dongne.co/event/game07/circles/609090,제7회 오락관,Day2,오오에
아직도 섬에 사람이 잡혀 있다고,페퍼,,,,,2sp,오오에 (大穢),,,"오오사키, 시즈마",오오사키X시즈마,,,만화,bub_action,https://dongne.co/event/game07/circles/613465,제7회 오락관,Day2,오오에
아침밥,마늘고등어,,,,,1sp,에리오스 라이징 히어로즈,,,,,로맨틱,마리렌마리,소설,,https://dongne.co/event/game07/circles/613405,제7회 오락관,Day2,에리오스 라이징 히어로즈
아트박스,RIKI,,,,,1sp,붕괴 스타레일,,,,,,,,riki_0v0,https://dongne.co/event/game07/circles/610670,제7회 오락관,Day2,붕괴 스타레일
안녕하세요저는어려서부터안경,켇,,,,,1sp,오오에 (大穢),,,아오미,오오사키X아오미,로맨틱,,"소설,사진",oooo_ked,https://dongne.co/event/game07/circles/616100,제7회 오락관,Day2,오오에
"앉으라고, 덕질하러 왔잖아!",숨져,,,,,2sp,"발더스게이트3, 사이퍼즈","마블, 아케인",,"아스타리온, 섀도하트, 윈터 솔져(버키 반즈), 사이퍼즈 올캐러",,,,"일러스트,공예,기타",deadbg3,https://dongne.co/event/game07/circles/607164,제7회 오락관,Day2,"발더스게이트3, 사이퍼즈"
앙리 3세의 비밀 금고,김춘재,,,,,2sp,테일즈런너,1차창작,세상에 테런 쁘띠존이 어딨어? 맞아 컨셉충이네,"닥터헬, 엘림스, 담연, 하랑",닥터헬X엘림스,로맨틱,,"만화,일러스트,기타",stonedog_run,https://dongne.co/event/game07/circles/614048,제7회 오락관,Day2,테일즈런너
애플티하우스,럼블,,,,,1sp,파이널판타지14,,,,,,,"만화,일러스트",,https://dongne.co/event/game07/circles/612262,제7회 오락관,Day2,파이널판타지14
야생의 모르가나가 나타났다!,R,,,,,1sp,페르소나,포켓몬스터,전서 등록 100% ,,,,,"만화,일러스트",1arutan,https://dongne.co/event/game07/circles/606541,제7회 오락관,Day2,페르소나
야수저신혼선물세트,"용례, 지와와",,,,,2sp,용과같이,,"나, 천계를 얻었노라!",,,로맨틱,,"만화,기타,공예","like_fore, chijiwawa",https://dongne.co/event/game07/circles/612007,제7회 오락관,Day2,용과같이
야에가시마신사예대제,seram123,,,,,2sp,오오에 (大穢),,,아리아케 쇼타로,오오사키X아리아케,로맨틱,오오시즈,,nezuminokimoch,https://dongne.co/event/game07/circles/615089,제7회 오락관,Day2,오오에
야쿠자는 누군가를 사랑할 순 없는 걸까요?,창식,,,,,1sp,용과같이,,"나, 천계를 얻었노라!",도지마 다이고,미네 요시타카 X도지마 다이고,로맨틱,,만화,,https://dongne.co/event/game07/circles/609182,제7회 오락관,Day2,용과같이
얘로 피자 만들어 먹을 거임,루키,,,,,1sp,붕괴 스타레일,,확률론적 겜블링 메이트,레이시오 어벤츄린,,로맨틱,,일러스트,zephyhsr,https://dongne.co/event/game07/circles/597895,제7회 오락관,Day2,붕괴:스타레일
어떻게든된다,베빗,,,,,1sp,페르소나,,전서 등록 100% ,주인공,주인공X아케치 고로,로맨틱,"아라햄, 삼기스, 주하나","일러스트,기타",girlcolorga__,https://dongne.co/event/game07/circles/596175,제7회 오락관,Day2,페르소나
어어?너는그때그정신나간도박꾼?어어?너는그때그싸가지석고상?,신협조합원,,,,,2sp,붕괴 스타레일,,확률론적 겜블링 메이트,,Dr.레이시오X어벤츄린,,,,atozlove_,https://dongne.co/event/game07/circles/634073,제7회 오락관,Day2,붕괴:스타레일
어제의적은오늘의남편,"IKUJYO, 해사, 순두부",,,,,2sp,페르소나5,,,"주인공, 아케치 고로 ",주인공X아케치 고로,,,,"iku_p5r, wh4tis1ove, dubu2473",https://dongne.co/event/game07/circles/594881,제7회 오락관,Day2,페르소나5
어제의적은오늘의아내,"재불, 주캐",,,,,2sp,페르소나5,,,,주인공X아케치 고로,,,,"pulljjae, hhhhhhj1676",https://dongne.co/event/game07/circles/595310,제7회 오락관,Day2,페르소나5
엘리사이에데스농부네석류가게,"녹온, 리리카",,,,,2sp,붕괴 스타레일,,,,파이논X마이데이,,,,"noknok131211, lilika_rail",https://dongne.co/event/game07/circles/638904,제7회 오락관,Day2,붕괴스타레일
여우의 사랑은 세상을 구한다.,Ru,,,,,1sp,빛과 밤의 사랑,,,제신율,,로맨틱,,"만화,소설,기타",lan_rusferia,https://dongne.co/event/game07/circles/612142,제7회 오락관,Day2,빛과 밤의 사랑
여자봉변사랑협회,티슷,,,,,2sp,발더스게이트3,,,"섀도하트, 아스타리온",,,,"만화,소설",pinkteest,https://dongne.co/event/game07/circles/606800,제7회 오락관,Day2,발더스게이트3
열차조,cakedoughnut,,,,,1sp,붕괴 스타레일,앙상블 스타즈,,"개척자, 단항, 마치세븐스, 블레이드, 유성대",,,,만화,cakeofpaimon,https://dongne.co/event/game07/circles/603930,제7회 오락관,Day2,붕괴 스타레일
열차타고뺑이치기,농,,,,,1sp,붕괴 스타레일,원신,,,파이논X마이데이,"로맨틱,해당없음",타탈종려 ,"만화,일러스트",chanok_00,https://dongne.co/event/game07/circles/595714,제7회 오락관,Day2,붕괴스타레일
영수증책갈피,밤캐러멜,,,,,1sp,오오에 (大穢),,,,,,,일러스트,lemon_heim,https://dongne.co/event/game07/circles/617467,제7회 오락관,Day2,오오에
예기치않은서버오류가발생했습니다,wo,,,,,2sp,,,,,,,,,,https://dongne.co/event/game07/circles/605326,제7회 오락관,Day2,
오라버니가 자꾸 여동생을 뺑이돌려요,.,,,,,1sp,역전재판,,,,X,,,,,https://dongne.co/event/game07/circles/611706,제7회 오락관,Day2,대역전재판
오락관의 하시히메,제로,,,,,2sp,고서점가의 하시히메,"Adelta, 아델타",,,,,,"만화,소설",4d3lta,https://dongne.co/event/game07/circles/614508,제7회 오락관,Day2,고서점가의 하시히메
오락관의하시히메,시치,,,,,1sp,고서점가의 하시히메,,,,,,,"만화,소설,기타",oooo7ii,https://dongne.co/event/game07/circles/616935,제7회 오락관,Day2,고서점가의 하시히메
오리지늄 C세포,HYUN,,,,,2sp,명일방주,사이퍼즈 할로우나이트 길티기어 젤다의전설,,올캐릭터,,,,,kj3r4g,https://dongne.co/event/game07/circles/604726,제7회 오락관,Day2,명일방주
오복마트,냐햐,,,,,2sp,,,,,,,,,,https://dongne.co/event/game07/circles/614545,제7회 오락관,Day2,
오빠 옆에 그 여잔 뭐에요,롸,,,,,1sp,용과같이,,"나, 천계를 얻었노라!","마지마 고로, 키류 카즈마",마지마 고로X키류 카즈마,"로맨틱,섹슈얼",,만화,op_lasin,https://dongne.co/event/game07/circles/612761,제7회 오락관,Day2,용과같이
오오에할사람?,분금,,,,,1sp,오오에 (大穢),,,오오사키,오오사키,,,만화,bgooeletsgo,https://dongne.co/event/game07/circles/613439,제7회 오락관,Day2,오오에
오월조붐은온다,도리,,,,,1sp,프로세카,"명일방주, 페르소나",,,,,,일러스트,re_memberry,https://dongne.co/event/game07/circles/595559,제7회 오락관,Day2,프로세카
오직 송하나만,33,,,,,1sp,오버워치,,,디바(송하나),,,,,stella_3116,https://dongne.co/event/game07/circles/620111,제7회 오락관,Day2,오버워치
와검은방이다;,한결_,,,,,2sp,검은방,"회색도시, 베리드 스타즈",,,,,,"만화,일러스트",p675hg,https://dongne.co/event/game07/circles/608065,제7회 오락관,Day2,검은방
"와일드의 재능이란 까,빠를 미치게 하는 재능이렷다","밍기뉴, 피넛쿠키",,,,,2sp,페르소나5,"페이트 그랜드 오더, 오오에",전서 등록 100% ,"페르소나5 주인공(아마미야 렌), 모르가나, 요시자와 카스미, 아케치 고로 외 기타등등",아케치 고로X페르소나 5 주인공,해당없음,,"만화,일러스트,소설",unread_u,https://dongne.co/event/game07/circles/596866,제7회 오락관,Day2,페르소나5
왐마야씨피전문점,개박하,,,,,2sp,오오에 (大穢),,,신바시,,해당없음,,만화,nuga_harae,https://dongne.co/event/game07/circles/614869,제7회 오락관,Day2,오오에
왕밤빵의 세카이,왕밤빵,,,,,1sp,프로젝트 세카이,,,,카미시로 루이X텐마 츠카사,,,,,https://dongne.co/event/game07/circles/604941,제7회 오락관,Day2,프로젝트 세카이
왕이되고싶은자나에게로,냉동왕,,,,,1sp,메타포:리판타지오,,,,,,,만화,aragakiyurusan,https://dongne.co/event/game07/circles/608586,제7회 오락관,Day2,메타포:리판타지오
왜 좀 더 일찍 만나지 못했던 걸까,벼삭,,,,,1sp,페르소나5,,전서 등록 100% ,,주인공X아케치 고로,,,일러스트,anearofrice,https://dongne.co/event/game07/circles/613003,제7회 오락관,Day2,페르소나5
왼귀나산,"사파, 편지",,,,,1sp,오오에 (大穢),,,,오오사키X시즈마,,그외많은것들,,,https://dongne.co/event/game07/circles/595895,제7회 오락관,Day2,오오에
요조숙남,묘이,,,,,1sp,오오에 (大穢),,,"아리아케, 신바시",오오사키X타케시바,,,일러스트,myoeei_,https://dongne.co/event/game07/circles/615104,제7회 오락관,Day2,오오에
우로보로스 프로젝트 ~수십억 명을 구하기 위해서 주먹으로 바위를 부숴야 한다구요?!~,박모싕,,,,,2sp,바이오하자드,,,"알버트 웨스커, 크리스 레드필드",크리스 레드필드X알버트 웨스커,,,만화,singrairiedog,https://dongne.co/event/game07/circles/605235,제7회 오락관,Day2,바이오하자드
우리 섹터 정상 영업 합니다,듀,,,,,1sp,에리오스R,,,"쥬드, 비앙키",쥬드X비앙키,로맨틱,,,dew_808,https://dongne.co/event/game07/circles/603889,제7회 오락관,Day2,에리오스r
우리동네 적폐대장,적장,,,,,1sp,프로젝트 세카이,,,,카미시로 루이X텐마 츠카사,로맨틱,,,,https://dongne.co/event/game07/circles/603999,제7회 오락관,Day2,프로젝트 세카이
우메보시와 애플파이,"이온,폰세",,,,,1sp,에리오스 라이징 히어로즈,,,,,,"아키렌, 세이로빈","만화,일러스트,소설",redblubestmatch,https://dongne.co/event/game07/circles/604502,제7회 오락관,Day2,에리오스 라이징 히어로즈
우주밥,코메,,,,,1sp,붕괴 스타레일,,,"카일루스, 단항",카일루스X단항,로맨틱,,만화,uujubab,https://dongne.co/event/game07/circles/597111,제7회 오락관,Day2,붕괴:스타레일
우주유영,모민,,,,,1sp,프로젝트 세카이,,,"카미시로 루이, 텐마 츠카사",카미시로 루이X텐마 츠카사,,,,pleegf,https://dongne.co/event/game07/circles/595230,제7회 오락관,Day2,프로젝트 세카이
우파우파 유치원,빈제,,,,,4sp,,,,,,,,,,https://dongne.co/event/game07/circles/599141,제7회 오락관,Day2,
원숭이 손 꼭 잡으세요,다래,,,,,1sp,오오에 (大穢),,,시오도메,,,,,,https://dongne.co/event/game07/circles/639879,제7회 오락관,Day2,오오에
유가맛 캔디(본 제품은 키즈키가 함유된 제품과 같은 제조시설에서 제조하고 있습니다),맴돌,,,,,2sp,역전재판 5,,,,,,,,,https://dongne.co/event/game07/circles/607266,제7회 오락관,Day2,역전재판5
유배지(리얼에디션),림 ,,,,,1sp,,페르소나3,전서 등록 100% ,아마다 켄,아마다 켄 X드림주,,"어쩌면 주아이, 어쩌면 료햄, 어쩌면 다른 거","만화,일러스트",niu_njgr,https://dongne.co/event/game07/circles/609256,제7회 오락관,Day2,
유크로니아 만두명가,렐,,,,,1sp,메타포 : 리판타지오,,전서 등록 100% ,,,,,,lella_nyam,https://dongne.co/event/game07/circles/606045,제7회 오락관,Day2,메타포 : 리판타지오
"이 녀석, 중증 포켓몬 오타쿠거든.",연어추가,,,,,2sp,포켓몬스터,,,,,,,,salmoninpk,https://dongne.co/event/game07/circles/604240,제7회 오락관,Day2,포켓몬스터
이거 너가 하는 용과함께 아니냐?,taigaisright,,,,,1sp,용과같이,,"나, 천계를 얻었노라!","마지마고로, 사에지마타이가, 고다류지",X,,,"만화,기타",taigaisright,https://dongne.co/event/game07/circles/606799,제7회 오락관,Day2,용과같이
이것이 하찮은 동거의 말로다,"사가, 재익이",,,,,2sp,페르소나5,,전서 등록 100% ,"주인공, 아케치고로",주인공X아케치고로,로맨틱,,기타,"nemuisaga, fcbcf888",https://dongne.co/event/game07/circles/599433,제7회 오락관,Day2,페르소나5
이게되네,부율,,,,,2sp,발더스게이트3,,,아스타리온,,"로맨틱,섹슈얼",,소설,eunyul0221,https://dongne.co/event/game07/circles/607605,제7회 오락관,Day2,발더스게이트3
이래야 내가 살아,NM,,,,,1sp,역전재판,무기미도,,,,로맨틱,,소설,181x161_,https://dongne.co/event/game07/circles/639439,제7회 오락관,Day2,역전재판
이래야내가살아,손녀,,,,,1sp,오오에 (大穢),,,,,,,,,https://dongne.co/event/game07/circles/635949,제7회 오락관,Day2,오오에
이런 드림주여도 괜찮다면 드림캐와 사랑을 하고싶어,동화,,,,,2sp,"발더스게이트3, 페르소나5",,,"게일, 마루키 등",게일X드림주,로맨틱,드림주x마루키,만화,donghwa_bg3,https://dongne.co/event/game07/circles/607810,제7회 오락관,Day2,"발더스게이트3, 페르소나5"
이률리아명예시민,Alka,,,,,2sp,길티기어,,,,디지X카이 키스크,로맨틱,,,kygwangin,https://dongne.co/event/game07/circles/607252,제7회 오락관,Day2,길티기어
이번역은 죽지역입니다,울랄랍숑,,,,,1sp,오오에 (大穢),,,"오오사키, 타케시바",오오사키X타케시바,"로맨틱,섹슈얼",,만화,jidesuka2ma,https://dongne.co/event/game07/circles/634265,제7회 오락관,Day2,오오에
이부스는대체뭐야아악,캄삼,,,,,2sp,오버워치 2,페르소나5,,,,,,,apagandolaslucs,https://dongne.co/event/game07/circles/638486,제7회 오락관,Day2,오버워치2
이제는 더 이상 물러날 곳이 없다,캄차카불곰,,,,,2sp,오오에 (大穢),"퍼레이드 사 게임, 마비노기, 포켓몬",,,,,,"만화,소설",h03gw1j4,https://dongne.co/event/game07/circles/619580,제7회 오락관,Day2,오오에
이제부터서로죽여라,8,,,,,2sp,페르소나3,"페르소나 4, 5",전서 등록 100% ,,,,,일러스트,owsotaku,https://dongne.co/event/game07/circles/603769,제7회 오락관,Day2,페르소나3
일단잡아야,팔보채,,,,,2sp,잭잔느,,,,,,,"만화,소설",,https://dongne.co/event/game07/circles/608198,제7회 오락관,Day2,잭잔느
일반인비밀친구,일반인여자친구,,,,,2sp,오오에 (大穢),"세포신곡, 우우울트라C, 고서점가의 하시히메, 할로우나이트",,"오오사키, 시오도메, 신바시",오오사키X신바시,로맨틱,"오오시오, 아토카노","만화,기타",169_emi,https://dongne.co/event/game07/circles/615018,제7회 오락관,Day2,오오에
일일 전장: 봉인된 오오에 섬,사원,,,,,2sp,오오에 ,파이널 판타지14,,,,,,"소설,일러스트,만화",,https://dongne.co/event/game07/circles/612552,제7회 오락관,Day2,오오에 
임시,라라,,,,,2sp,로드 오브 히어로즈,,,,,,,,,https://dongne.co/event/game07/circles/597476,제7회 오락관,Day2,로드 오브 히어로즈
임시신청서2,에바님,,,,,2sp,,,,,,,,,,https://dongne.co/event/game07/circles/614923,제7회 오락관,Day2,
자이언트 킬링 ,전진,,,,,1sp,아머드코어6 루비콘의 화염 ,"프롬소프트웨어, 기타 콘솔 게임 ",,,,,,만화,ylsimm9,https://dongne.co/event/game07/circles/604879,제7회 오락관,Day2,아머드코어6 루비콘의 화염 
자칭특별괴도단,갈대,,,,,2sp,페르소나 시리즈,,전서 등록 100% ,,,,,,,https://dongne.co/event/game07/circles/613579,제7회 오락관,Day2,페르소나 시리즈
잠깐만왜백장미에서백장미냄새가나고있지,세미돌,,,,,1sp,세포신곡,오오에,,,우츠기 노리유키X하츠토리 하지메,,,,hehesmm,https://dongne.co/event/game07/circles/635096,제7회 오락관,Day2,세포신곡
잠깐만왜사바캉에서사바캉냄새가나고있지,무지괴물고기,,,,,1sp,오오에 (大穢),,,,오오사키X신바시,,,만화,verymonsterfish,https://dongne.co/event/game07/circles/617616,제7회 오락관,Day2,오오에
잡덕의김밥볶음밥집,박스,,,,,2sp,길티기어 파판14 ,,,"베놈,로보카이,프레이,제로",로보X베놈,"로맨틱,섹슈얼",,"만화,기타,일러스트",,https://dongne.co/event/game07/circles/605835,제7회 오락관,Day2,길티기어 파판14 
잡탕,MMEE,,,,,2sp,리그오브레전드,스타듀밸리 실크송 카모카테 ,,,,,,,_mm33mm_,https://dongne.co/event/game07/circles/634701,제7회 오락관,Day2,리그오브레전드
장갑전차세탁기도둑,집,,,,,2sp,메타포 : 리판타지오,,,,,,,만화,house_roh_metap,https://dongne.co/event/game07/circles/603829,제7회 오락관,Day2,메타포 : 리판타지오
장르 정상영업중,p2d,,,,,2sp,역전재판,"kof, 킹오파",,,,,,,,https://dongne.co/event/game07/circles/595328,제7회 오락관,Day2,역전재판
장원팰리스,룽,,,,,1sp,페르소나5 ,제5인격,,"아마미야 렌, 아케치 고로, 이타콰",주인공X아케치 고로,해당없음,,일러스트,fndwlwlwl,https://dongne.co/event/game07/circles/614933,제7회 오락관,Day2,페르소나5 
저 대나무는 분명 클끼다♥,"3콤보, 세모",,,,,2sp,오오에 (大穢),13기병방위권,,"오오사키, 타케시바",오오사키X타케시바,"로맨틱,섹슈얼","히지야마,오키노",만화,"ooehand, youyou_9game",https://dongne.co/event/game07/circles/615766,제7회 오락관,Day2,오오에
저 위로 질풍그으면 아나님 뽕 주시고 우양님 파도 주시고 자리야님 주방 주시고 디바님 매트켜주시고 윈스님 같이 뛰어주시고 야타님 조화주시고 루시우님 비트켜주세요,"케챱많이, 첼",,,,,2sp,오버워치,,,,겐지X디바,로맨틱,,,k3ch4ppu_,https://dongne.co/event/game07/circles/601032,제7회 오락관,Day2,오버워치
저리꺼져!내게임기는넘겨줄수없다!,제토,,,,,2sp,"역전재판, 프세카, 언더테일, 우마무스메",,,,,,,,zetoee,https://dongne.co/event/game07/circles/599858,제7회 오락관,Day2,"역전재판, 프세카, 언더테일, 우마무스메"
저지3 나올 때까지 숨참음 ... 이라고 적혀있는데요?,국화빵 / 코비,,,,,1sp,저지아이즈,용과같이,"나, 천계를 얻었노라!",,,로맨틱,스기히가,"만화,소설","judgment3_plz, kobi4321",https://dongne.co/event/game07/circles/620719,제7회 오락관,Day2,저지아이즈
전국그냥살기위원회,치르,,,,,1sp,페르소나3 리로드,,전서 등록 100% ,"3주, 모치즈키 료지, SEES",모치즈키 료지X3주,로맨틱,,"소설,일러스트",hanchi1112086,https://dongne.co/event/game07/circles/597392,제7회 오락관,Day2,페르소나3 리로드
전국남노소 총공 쟁탈전 final ~키라키라 오오에지마 페스타~♡♡,민섬이,,,,,2sp,오오에 (大穢),,,"오오사키,신바시,탐정소",오오사키X신바시,"로맨틱,섹슈얼",오오사키왼,만화,"ooe_muing, sobose_jin, dansidumper",https://dongne.co/event/game07/circles/601956,제7회 오락관,Day2,오오에
전국순정구련보등화료해보고싶은협회,게롱,,,,,2sp,용과같이,"마작, 작혼",,,,,,,subchrong,https://dongne.co/event/game07/circles/641617,제7회 오락관,Day2,용과같이
전진짜엘프콤이없습니다,bigegg526,,,,,2sp,젤다의 전설,포켓몬스터,,링크젤다,,"로맨틱,섹슈얼",,"만화,일러스트",,https://dongne.co/event/game07/circles/643066,제7회 오락관,Day2,젤다의전설
