개최일,부스 위치,자리수,대표작품,계정아이디,계정명,팔로워수,최상단트윗_알티,최상단트윗_마음,최상단트윗_노출수,최상단트윗_내용,multiple_ids
Day1,U13,2sp,가비지타임,coolyogurtice,,,,,,,TRUE
Day1,U13,2sp,가비지타임,nongbam_oO,,,,,,,TRUE
Day1,U21b,1sp,"가비지타임,도리벤,전독시",orvstory,,,,,,,TRUE
Day1,U22,2sp,가비지타임,BSSikNyang,,,,,,,TRUE
Day1,U22,2sp,가비지타임,Eunsul_1109,,,,,,,TRUE
Day1,U24,2sp,가비지타임,lyeng_2,,,,,,,TRUE
Day1,U24,2sp,가비지타임,baggae443724,,,,,,,TRUE
Day1,U24,2sp,가비지타임,beub649736,,,,,,,TRUE
Day1,U3,2sp,가비지타임,js2bs2,,,,,,,TRUE
Day1,U3,2sp,가비지타임,mya789456,,,,,,,TRUE
Day1,U5a,1sp,가비지타임,bbyonyam,,,,,,,TRUE
Day1,V12,2sp,가비지타임,morgen_brot,,,,,,,TRUE
Day1,V12,2sp,가비지타임,suloful,,,,,,,TRUE
Day1,V13,2sp,가비지타임 헌터헌터,Librak1707,,,,,,,TRUE
Day1,V24,2sp,가비지타임,hunuuuut,,,,,,,TRUE
Day1,V24,2sp,가비지타임,_00365,,,,,,,TRUE
Day1,W6,2sp,가비지타임,__au_79,,,,,,,TRUE
Day1,W6,2sp,가비지타임,Love_26k,,,,,,,TRUE
Day1,X10,2sp,블루 록,bll_sio,,,,,,,TRUE
Day1,X10,2sp,블루 록,trash_bibim,,,,,,,TRUE
Day1,X11a,1sp,블루록,wewill_lxckyou,,,,,,,TRUE
Day1,X14,2sp,블루록,blue_hapa,,,,,,,TRUE
Day1,X14,2sp,블루록,inari_gajigaji,,,,,,,TRUE
Day1,X15,2sp,블루록,jjsuwg,,,,,,,TRUE
Day1,X15,2sp,블루록,igedamoya,,,,,,,TRUE
Day1,X9,2sp,블루록,blueloty,,,,,,,TRUE
Day1,X9,2sp,블루록,B1ue_butler,,,,,,,TRUE
Day1,X9,2sp,블루록,blue1ocktv,,,,,,,TRUE
Day1,Y21a,1sp,주술회전,jujutsuoat,,,,,,,TRUE
Day1,Y21a,1sp,주술회전,gang_coo,,,,,,,TRUE
Day1,Y23,2sp,주술회전,off_u__off,,,,,,,TRUE
Day1,Z1,2sp,주술회전,danho_p,,,,,,,TRUE
Day1,Z1,2sp,주술회전,manduchoco,,,,,,,TRUE
Day1,Z10,2sp,주술회전,ID_DAL_RAE,,,,,,,TRUE
Day1,Z10,2sp,주술회전,pseudogang_,,,,,,,TRUE
Day1,Z10,2sp,주술회전,Emaxx,,,,,,,TRUE
Day1,Z17,2sp,주술회전,goge_lara572,,,,,,,TRUE
Day1,Z17,2sp,주술회전,otav_572,,,,,,,TRUE
Day1,Z23,2sp,주술회전,dr_goyu,,,,,,,TRUE
Day1,Z23,2sp,주술회전,Mmm_jjtks,,,,,,,TRUE
Day1,Z5,2sp,주술회전,Reta_8903,,,,,,,TRUE
Day1,Z5,2sp,주술회전,superxz_juju,,,,,,,TRUE
Day2,A16,2sp,,yangun02,,,,,,,TRUE
Day2,A16,2sp,,hamong_jd,,,,,,,TRUE
Day2,A1a,1sp,내가 키운 S급들,pikabunzukSari,,,,,,,TRUE
Day2,C10,2sp,적국의 왕자로 사는 법,hutsound_,,,,,,,TRUE
Day2,C10,2sp,적국의 왕자로 사는 법,pyurang_md,,,,,,,TRUE
Day2,C12,2sp,"의원, 다시살다",hop_roo,,,,,,,TRUE
Day2,C12,2sp,"의원, 다시살다",NagWoon_O7,,,,,,,TRUE
Day2,C12,2sp,"의원, 다시살다",bush___LIM,,,,,,,TRUE
Day2,C14a,1sp,"의원, 다시 살다",og_bun__mu,,,,,,,TRUE
Day2,C14a,1sp,"의원, 다시 살다",gahong_,,,,,,,TRUE
Day2,C15,2sp,"의원, 다시 살다",doghugam1_1,,,,,,,TRUE
Day2,C15,2sp,"의원, 다시 살다",maengme09251222,,,,,,,TRUE
Day2,C17,2sp,"의원, 다시 살다",BYam0104,,,,,,,TRUE
Day2,C17,2sp,"의원, 다시 살다",saranghae1079,,,,,,,TRUE
Day2,D10a,1sp,내가 키운 S급들,noocha_js,,,,,,,TRUE
Day2,D11,2sp,내가 키운 S급들,JAL_fn,,,,,,,TRUE
Day2,D11,2sp,내가 키운 S급들,s_lemong,,,,,,,TRUE
Day2,D17,2sp,내가 키운 S급들,ideatami,,,,,,,TRUE
Day2,D20,2sp,이영도 소설,lifeiscrab,,,,,,,TRUE
Day2,D20,2sp,이영도 소설,tiberi509,,,,,,,TRUE
Day2,D5,2sp,블랙배저,dobby_dbswn,,,,,,,TRUE
Day2,D9,2sp,내가 키운 S급들,jigam86,,,,,,,TRUE
Day2,F10,2sp,열화요수,pravmf,,,,,,,TRUE
Day2,F10,2sp,열화요수,Daydream_DX,,,,,,,TRUE
Day2,F10,2sp,열화요수,pp4_po,,,,,,,TRUE
Day2,F13,2sp,진혼,_marginn,,,,,,,TRUE
Day2,F13,2sp,진혼,Guardian_Yuuho,,,,,,,TRUE
Day2,G13b,1sp,데뷔 못 하면 죽는 병 걸림,potatowtchngyou,,,,,,,TRUE
Day2,G16,2sp,데뷔 못 하면 죽는 병 걸림,seomunbada_DMJ,,,,,,,TRUE
Day2,G16,2sp,데뷔 못 하면 죽는 병 걸림,haeryang_S2,,,,,,,TRUE
Day2,G2,2sp,"길라잡이의 등불, 진혼기, 반월당의 기묘한 이야기",gwihwihyeol,,,,,,,TRUE
Day2,H12,2sp,데뷔 못 하면 죽는 병 걸림,chwijuR,,,,,,,TRUE
Day2,H12,2sp,데뷔 못 하면 죽는 병 걸림,dosikluv,,,,,,,TRUE
Day2,H14,2sp,데뷔 못 하면 죽는 병 걸림,MDCR_Serk,,,,,,,TRUE
Day2,H14,2sp,데뷔 못 하면 죽는 병 걸림,DMJ_SJ,,,,,,,TRUE
Day2,H9,2sp,데뷔 못 하면 죽는 병 걸림,Mlim__jjang111,,,,,,,TRUE
Day2,H9,2sp,데뷔 못 하면 죽는 병 걸림,Chung_720,,,,,,,TRUE
Day2,H9,2sp,데뷔 못 하면 죽는 병 걸림,o__oii_,,,,,,,TRUE
Day2,I13,2sp,"데뷔 못하면 죽는 병 걸림, 데못죽",ironsujeo,,,,,,,TRUE
Day2,I13,2sp,"데뷔 못하면 죽는 병 걸림, 데못죽",meme_jjang,,,,,,,TRUE
Day2,I13,2sp,"데뷔 못하면 죽는 병 걸림, 데못죽",moondae_park,,,,,,,TRUE
Day2,I22,4sp,데뷔 못하면 죽는 병 걸림,ChaRab3333,,,,,,,TRUE
Day2,I22,4sp,데뷔 못하면 죽는 병 걸림,raebinaimoda,,,,,,,TRUE
Day2,I22,4sp,데뷔 못하면 죽는 병 걸림,EGRBlogy_PL,,,,,,,TRUE
Day2,I4a,1sp,데뷔 못하면 죽는 병 걸림 ,pa_namul_,,,,,,,TRUE
Day2,I4a,1sp,데뷔 못하면 죽는 병 걸림 ,KoKoNaTsu11,,,,,,,TRUE
Day2,J10,2sp,데못죽,chuuhc27,,,,,,,TRUE
Day2,J10,2sp,데못죽,bigsept_,,,,,,,TRUE
Day2,J11,2sp,데뷔 못하면 죽는 병 걸림,102__uu,,,,,,,TRUE
Day2,J11,2sp,데뷔 못하면 죽는 병 걸림,ahyeon_aunt,,,,,,,TRUE
Day2,J11,2sp,데뷔 못하면 죽는 병 걸림,byodeul_,,,,,,,TRUE
Day2,J12,2sp,데뷔 못 하면 죽는 병 걸림,moonligh_t7,,,,,,,TRUE
Day2,J12,2sp,데뷔 못 하면 죽는 병 걸림,AHloveisu,,,,,,,TRUE
Day2,J12,2sp,데뷔 못 하면 죽는 병 걸림,kun_mang_,,,,,,,TRUE
Day2,J12,2sp,데뷔 못 하면 죽는 병 걸림,tnugsa0000,,,,,,,TRUE
Day2,J2,2sp,데뷔 못하면 죽는 병 걸림,TteSTAR_,,,,,,,TRUE
Day2,J2,2sp,데뷔 못하면 죽는 병 걸림,nyabbi__,,,,,,,TRUE
Day2,J4a,1sp,데못죽,NU_1311,,,,,,,TRUE
Day2,J4a,1sp,데못죽,onbii127,,,,,,,TRUE
Day2,J5,2sp,데뷔못하면죽는병걸림,hamtldn,,,,,,,TRUE
Day2,J5,2sp,데뷔못하면죽는병걸림,_Yuccot_,,,,,,,TRUE
Day2,J6,4sp,데뷔 못 하면 죽는 병 걸림,mango_matcha,,,,,,,TRUE
Day2,J6,4sp,데뷔 못 하면 죽는 병 걸림,min5ko,,,,,,,TRUE
Day2,J7,2sp,데뷔 못하면 죽는 병 걸림,moottjook_mi,,,,,,,TRUE
Day2,J7,2sp,데뷔 못하면 죽는 병 걸림,dotoribean_124,,,,,,,TRUE
Day2,K10,2sp,데뷔 못 하면 죽는 병 걸림,v_v22825,,,,,,,TRUE
Day2,K10,2sp,데뷔 못 하면 죽는 병 걸림,DarKong_OPEN,,,,,,,TRUE
Day2,K10,2sp,데뷔 못 하면 죽는 병 걸림,ylam_19,,,,,,,TRUE
Day2,K13,2sp,데뷔 못 하면 죽는 병 걸림,Re_veiwer,,,,,,,TRUE
Day2,K13,2sp,데뷔 못 하면 죽는 병 걸림,sos873,,,,,,,TRUE
Day2,K17,2sp,데못죽,qordjs__s,,,,,,,TRUE
Day2,K1a,1sp,데못죽,llllnetillll,,,,,,,TRUE
Day2,K20,2sp,데뷔 못하면 죽는 병 걸림,ssallddk,,,,,,,TRUE
Day2,K20,2sp,데뷔 못하면 죽는 병 걸림,_IRO6_18,,,,,,,TRUE
Day2,K21,2sp,데뷔 못 하면 죽는 병 걸림,wagibambi,,,,,,,TRUE
Day2,K21,2sp,데뷔 못 하면 죽는 병 걸림,hua_odd,,,,,,,TRUE
Day2,K3,4sp,데뷔 못 하면 죽는 병 걸림,mrpark__o3o,,,,,,,TRUE
Day2,K3,4sp,데뷔 못 하면 죽는 병 걸림,J_Woo_1028185S2,,,,,,,TRUE
Day2,K3,4sp,데뷔 못 하면 죽는 병 걸림,Kingmi_23,,,,,,,TRUE
Day2,K3,4sp,데뷔 못 하면 죽는 병 걸림,RC_moonright,,,,,,,TRUE
Day2,K7,2sp,데뷔 못 하면 죽는 병 걸림,seou822022,,,,,,,TRUE
Day2,K7,2sp,데뷔 못 하면 죽는 병 걸림,foxstar_w,,,,,,,TRUE
Day2,K7,2sp,데뷔 못 하면 죽는 병 걸림,bio03121311,,,,,,,TRUE
Day2,K7,2sp,데뷔 못 하면 죽는 병 걸림,kokonenneS2,,,,,,,TRUE
Day2,K9,2sp,데뷔 못하면 죽는 병 걸림 ,liel_ps,,,,,,,TRUE
Day2,K9,2sp,데뷔 못하면 죽는 병 걸림 ,SeoooooNa,,,,,,,TRUE
Day2,K9,2sp,데뷔 못하면 죽는 병 걸림 ,anna_ice_cream,,,,,,,TRUE
Day2,L14,2sp,데뷔 못 하면 죽는 병 걸림,haka_VTIC,,,,,,,TRUE
Day2,L15,2sp,데뷔 못하면 죽는 병 걸림,DDukong_,,,,,,,TRUE
Day2,L15,2sp,데뷔 못하면 죽는 병 걸림,chunbong_de,,,,,,,TRUE
Day2,N1,4sp,화산귀환,bac_r0,,,,,,,TRUE
Day2,N1,4sp,화산귀환,joongwon_4jjang,,,,,,,TRUE
Day2,N12,2sp,화산귀환,froggg_x8,,,,,,,TRUE
Day2,N12,2sp,화산귀환,YumYumUjeog,,,,,,,TRUE
Day2,N12,2sp,화산귀환,ing_hyung,,,,,,,TRUE
Day2,O17,2sp,화산귀환,neneneeng,,,,,,,TRUE
Day2,O17,2sp,화산귀환,Gggamjae,,,,,,,TRUE
Day2,O21,2sp,화산귀환,hwachinnyeo,,,,,,,TRUE
Day2,O9,2sp,화산귀환,hitz_0o0,,,,,,,TRUE
Day2,O9,2sp,화산귀환,RB_KJ12,,,,,,,TRUE
Day2,P16,2sp,화산귀환,diddldjssl,,,,,,,TRUE
Day2,P16,2sp,화산귀환,HQ_SEMO,,,,,,,TRUE
Day2,P17,2sp,화산귀환,fn3dipa8fjc1foa,,,,,,,TRUE
Day2,P17,2sp,화산귀환,hocimdl,,,,,,,TRUE
Day2,P18,2sp,화산귀환,SconeLover_hs,,,,,,,TRUE
Day2,P18,2sp,화산귀환,yxneverdie,,,,,,,TRUE
Day2,Q7,4sp,화산귀환,mrxxxemaru,,,,,,,TRUE
Day2,R10,2sp,화산귀환,,,,,,,,TRUE
Day2,R10,2sp,화산귀환,104_chivalry,,,,,,,TRUE
Day2,R22,2sp,화산귀환,ash___ed,,,,,,,TRUE
Day2,R22,2sp,화산귀환,mo_red00,,,,,,,TRUE
Day2,R9,2sp,화산귀환 ,___Sangin,,,,,,,TRUE
Day2,S10,2sp,화산귀환,HS_sanhwa,,,,,,,TRUE
Day2,S10,2sp,화산귀환,cham95z,,,,,,,TRUE
Day2,S11,2sp,화산귀환,cmxbcn,,,,,,,TRUE
Day2,S11,2sp,화산귀환,tigim0_0,,,,,,,TRUE
Day2,S11,2sp,화산귀환,happycandyparty,,,,,,,TRUE
Day2,S15b,1sp,화산귀환,yhunpromit,,,,,,,TRUE
Day2,T23,2sp,화산귀환,riddlemato_,,,,,,,TRUE
Day2,T3,2sp,화산귀환,seododochae,,,,,,,TRUE
Day2,T3,2sp,화산귀환,soft_tofu0820,,,,,,,TRUE
Day2,U1,2sp,화산귀환,tot5s,,,,,,,TRUE
Day2,U1,2sp,화산귀환,Secretus__Odor,,,,,,,TRUE
Day2,U16,4sp,화산귀환,apricot_5flower,,,,,,,TRUE
Day2,V11b,1sp,화산귀환,dohwa_hg,,,,,,,TRUE
Day2,V15,2sp,화산귀환,SomuchNya,,,,,,,TRUE
Day2,W1,2sp,어두운 바다의 등불이 되어,hnjari,,,,,,,TRUE
Day2,W1,2sp,어두운 바다의 등불이 되어,zltpdibb,,,,,,,TRUE
Day2,W14b,1sp,"진혼기, 어두운 바다의 등불이 되어",El_Lia_na,,,,,,,TRUE
Day2,W14b,1sp,"진혼기, 어두운 바다의 등불이 되어",_Mu_G_El_,,,,,,,TRUE
Day2,W14b,1sp,"진혼기, 어두운 바다의 등불이 되어",_muneo_12,,,,,,,TRUE
Day2,W14b,1sp,"진혼기, 어두운 바다의 등불이 되어",emg_doodle,,,,,,,TRUE
Day2,W15,2sp,"진혼기, 어두운 바다의 등불이 되어(어바등)",_HOROROP_,,,,,,,TRUE
Day2,W15,2sp,"진혼기, 어두운 바다의 등불이 되어(어바등)",B4MB0N,,,,,,,TRUE
Day2,W5a,1sp,어두운 바다의 등불이 되어(어바등),t_bLUEj,,,,,,,TRUE
Day2,W5a,1sp,어두운 바다의 등불이 되어(어바등),TOTOtoto0801,,,,,,,TRUE
Day2,W7,2sp,"진혼기, 반월당의 기묘한 이야기",caffeine10_,,,,,,,TRUE
Day2,W7,2sp,"진혼기, 반월당의 기묘한 이야기",SINLATIGER,,,,,,,TRUE
Day2,X10,4sp,진혼기,water_7021,,,,,,,TRUE
Day2,X10,4sp,진혼기,Ba_lim_J,,,,,,,TRUE
Day2,X10,4sp,진혼기,935_yumin,,,,,,,TRUE
Day2,X10,4sp,진혼기,sinlayumul14,,,,,,,TRUE
Day2,X12,2sp,진혼기,,,,,,,,TRUE
Day2,X12,2sp,진혼기,Nean_novel_,,,,,,,TRUE
Day2,X12,2sp,진혼기,Xinia02,,,,,,,TRUE
Day2,X12,2sp,진혼기,486_480,,,,,,,TRUE
Day2,X13,2sp,진혼기,4PR1C0T_R,,,,,,,TRUE
Day2,X13,2sp,진혼기,10_Dan___,,,,,,,TRUE
Day2,X14a,1sp,진혼기,blue_x_,,,,,,,TRUE
Day2,X14a,1sp,진혼기,RAPTER0250,,,,,,,TRUE
Day2,X17,2sp,진혼기,yejiho_8,,,,,,,TRUE
Day2,X17,2sp,진혼기,MOFShm,,,,,,,TRUE
Day2,X2,2sp,진혼기,_ri0ir_,,,,,,,TRUE
Day2,X2,2sp,진혼기,Silla_BeautyBoy,,,,,,,TRUE
Day2,X7,4sp,진혼기,subbak520,,,,,,,TRUE
Day2,X7,4sp,진혼기,333_2d,,,,,,,TRUE
Day2,X7,4sp,진혼기,_no134012,,,,,,,TRUE
Day2,X7,4sp,진혼기,goso342,,,,,,,TRUE
Day2,Y17,2sp,진혼기,SE0NBBANG,,,,,,,TRUE
Day2,Y17,2sp,진혼기,OwO_MYAU,,,,,,,TRUE
Day2,Y17,2sp,진혼기,JJJJ_d_,,,,,,,TRUE
Day2,Y2,2sp,마도조사,jooooo_ni,,,,,,,TRUE
Day2,Y4,2sp,마도조사,wjwx1031,,,,,,,TRUE
Day2,Y4,2sp,마도조사,MM_crylikebaby,,,,,,,TRUE
Day2,Y5,2sp,마도조사,nyamuse,,,,,,,TRUE
Day2,Y5,2sp,마도조사,see_sau,,,,,,,TRUE
Day2,Y9,2sp,진혼기,diakghkrnl,,,,,,,TRUE
Day2,Y9,2sp,진혼기,OenpalC,,,,,,,TRUE
Day2,Z22,2sp,천관사복,mm_yu9l1,,,,,,,TRUE
Day2,Z22,2sp,천관사복,www_TGCF_com,,,,,,,TRUE
